id,latitude_deg,longitude_deg,local_code
318525,-11.040653,20.208268,
318526,-11.063437,20.695914,
318527,-14.610741,18.487945,
318528,-14.64987,16.885391,
318529,-13.179982,17.394938,
318530,-15.704318,17.452439,
318531,-17.302638,15.850786,
318533,-17.878868,19.782762,
318536,-17.320733,13.923845,
318863,-9.675516,14.464999,
318864,-10.520306,15.99677,
318865,-9.415833,18.434794,
318866,-10.461305,18.535527,
318867,-12.357134,14.77923,
318868,-13.458467,15.833762,
319259,-15.333917,16.851872,
319260,-14.457297,16.296202,
319262,-13.509385,16.74928,
319263,-15.711983,18.651003,
324541,-14.204202,21.909971,
325464,-13.900039,17.300036,
325465,-13.333366,16.414531,
325466,-13.105437,16.42432,
30840,-13.7106,19.861099,
43323,-17.98192406,20.76806068,
43325,-12.63987732,22.5868206,
43324,-14.6981926,16.07014847,
43322,-9.769370079,15.4553194,
43326,-9.275188446,14.97724247,
313771,-9.0254,146.8,
301705,-4.904166667,144.6358333,ANB
312362,11.4773,19.2874,
301727,-8.979166667,148.1036111,APA
301706,-4.676666667,142.5401389,APR
39579,-70.84609985,11.84720039,
42221,-71.95559,2.455581,
308225,-64.824,-62.857,
324981,-77.650008,-41.0333,BCE
16294,60.966099,-149.126007,AQY
35333,-52.88510132,-68.41220093,
35334,-54.34410095,-67.832901,
35335,-53.98270035,-68.52359772,
35398,-32.35820007,-65.01740265,RLO
35399,-35.144,-60.4803,BRA
35400,-37.43330002,-61.88330078,
35401,-46.43180084,-67.51860046,CAO
42798,-27.6311,-59.1797,RES
35403,-27.2164,-61.2103,CHA
35404,-35,-63,GAS
35405,-40.817699,-68.074699,MCO
42799,-33.3053,-60.6539,OGB
42800,-26.583055,-64.529724,GYT
42801,-27.4978,-61.6586,GAI
35409,-26.81579971,-60.44829941,
35410,-40.74010086,-64.98049927,OES
35412,-40.70000076,-66.15000153,VAL
35413,-33.640858,-65.420074,CED
38694,-45.9033,-67.5564,ICO
38695,-32.9208,-62.4663,HMB
38696,-33.2647,-60.2842,ION
38697,-30.7286,-62.0078,BOE
38698,-38.6722,-62.3522,BHB
38699,-37.9156,-58.3442,BAL
38700,-38.89310074,-67.98860168,CIP
38701,-36.96440125,-60.2757988,OLC
38702,-36.7717,-59.0575,RAU
38703,-37.2655983,-59.09329987,
38704,-33.20694351,-68.49222565,RAE
38705,-32.8878,-60.8436,UNE
38706,-34.4703,-59.4247,GIL
38707,-33.34889984,-63.72999954,ALR
38708,-34.8011,-61.865,SEZ
38709,-38.7306,-63.2869,BRF
38710,-38.95809937,-67.8035965,ALL
38711,-31.65139961,-64.39389801,AGR
38712,-38.95029831,-71.04920197,ALU
38713,-33.0467,-60.5969,AVA
38714,-29.064722,-56.541111,AVR
38715,-34.8458,-62.4817,AMG
38716,-35.5017,-62.99,RVA
38717,-28.47970009,-62.84579849,UYA
38718,-37.20333481,-70.6966629,
38719,-31.4042,-60.8992,EBF
38720,-41.1612,-71.3659,HBA
38721,-52.6831,-68.0419,HES
38722,-34.0833,-60.0333,CIF
38723,-34.2228,-61.3858,ARB
38724,-31.42219925,-63.00419998,ARY
38725,-52.8936,-68.3553,ULL
38726,-34.6939,-58.46,HAU
38727,-29.1061,-59.6569,AVL
38728,-37.1639,-58.4719,AYA
38729,-34.4375,-58.7983,HAP
38730,-35.1994,-63.6008,
38731,-32.1147,-61.6328,CBB
38732,-34.6407,-58.4094,HBC
38733,-33.8217,-59.4925,BDO
38734,-36.77560043,-69.85939789,
38735,-32.3611,-58.8808,BAS
38736,-38.0117,-57.6775,MDB
38737,-34.2986,-58.7989,LEN
38738,-38.3858,-58.1336,MBL
38739,-34.388054,-58.663887,DEZ
38740,-34.61333466,-61.02305603,
38741,-33.4383,-61.3017,BOM
38742,-27.60416603,-55.86388779,PBO
38743,-30.9294,-62.0506,BPS
38744,-34.3783,-58.7883,HCI
38745,-32.9775,-58.5222,GLM
38746,-38.49860001,-61.88439941,CBD
44745,-27.5601,-56.6568,HIT
38748,-52.3278,-68.4092,HCV
38749,-40.39390182,-70.96330261,
38750,-31.3689,-64.2636,HMO
38751,-33.5622,-62.8692,CNS
38752,-32.8086,-61.365,GOM
38753,-32.0994,-61.5839,SQI
38754,-35.1119,-58.7261,CNA
38755,-34.1639,-59.7311,CTS
38756,-34.4817,-61.4903,VDA
38757,-37.1942,-62.7814,HUE
38758,-35.6328,-61.3842,CSR
38759,-31.45529938,-64.52639771,CPZ
38760,-35.4256,-62.4697,TEJ
38761,-34.4175,-59.8719,CNO
38762,-31.4306,-64.1842,HGC
38763,-33.0617,-61.21,ILD
38764,-36.11000061,-57.86194611,
38765,-25.93083382,-60.62805557,
38766,-34.5822,-58.3744,
38767,-32.2294,-64.44,HCN
38768,-24.7806,-65.4514,HGB
38769,-35.67361069,-63.71805573,GPF
38770,-40.1981,-71.3211,
38771,-34.6069,-60.4097,UCO
38772,-37.34059906,-65.646698,CHR
38773,-30.7542,-58,CHJ
38774,-33.3333,-62.0333,CLD
38775,-35.5428,-58.0519,MUS
38776,-34.9639,-60.0333,CHY
38777,-42.484722,-71.460556,CHO
38778,-38.80166626,-68.03722382,
38779,-34.5575,-58.5056,HVM
38780,-31.4406,-64.1894,HCU
38781,-34.4614,-58.5003,
38782,-33.9231,-61.0461,CON
38783,-32.2614,-58.1556,CLN
38784,-41.0544,-71.5339,HLL
38785,-32.4519,-58.3058,CDU
38786,-31.3042,-58.0153,CRD
38787,-36.77140045,-69.53859711,
38788,-38.7411,-61.2561,DOR
38789,-38.00666809,-61.33194351,PRI
38790,-37.4689,-57.7669,VDL
38791,-33.2811,-62.1514,BTS
38792,-31.28610039,-64.45529938,CQN
38793,-33.0078,-61.8369,ALT
38794,-29.7789,-58.0958,CZU
38795,-34.9597,-57.8928,HLP
38796,-36.5914,-61.7753,DFR
38797,-37.71279907,-63.16189957,DAR
38798,-34.6278,-58.3515,HDA
38799,-30.37919998,-64.37969971,FUN
38800,-32.0161,-60.5825,DTE
38801,-34.5726,-58.4005,HDI
42802,-33.8867,-60.8628,AGC
38803,-37.750242,-62.33425,DRA
38804,-34.9408,-57.9919,HEC
38805,-35.8805542,-64.27388763,ECX
38806,-37.27361298,-70.38972473,
38807,-36.7756,-57.6414,HZA
38808,-34.2325,-59.3158,HCO
38809,-43.53359985,-71.48470306,
38810,-32.6294,-61.5444,EGO
38811,-35.1943,-58.3594,EML
38812,-34.8237,-58.3169,FVA
38813,-36.59280014,-64.18669891,ELP
38814,-32.2153,-61.7161,ETB
38815,-34.9747,-57.9614,ELZ
38816,-31.4736,-60.8447,EPZ
38817,-30.0489,-59.5353,ESN
38818,-34.00139999,-65.36689758,ERT
38819,-38.6481,-70.6775,HHL
38820,-40.0442,-71.3664,HCD
38821,-35.9133,-62.6417,HTL
38822,-30.5389,-58.2928,CHC
38823,-44.7761116,-70.19638824,
38824,-38.79944611,-70.4347229,
38825,-37.7356,-58.0342,BLC
38826,-44.44194412,-70.4422226,
38827,-39.8528,-71.0464,HJN
38828,-29.6028,-58.0281,HSJ
38829,-50.303495,-69.926057,HSR
38830,-51.6839,-71.9689,HTS
38831,-39.8847,-70.5136,HCL
38832,-33.0931015,-64.42919922,RIE
38833,-34.7464,-58.2033,EZP
38834,-24.7703,-65.4956,HFC
38835,-33.4289,-61.5108,FAE
38836,-26.3014,-58.2983,FOR
38837,-34.5494,-63.1225,SRE
38838,-34.5858,-58.3681,HFA
38839,-32.5786,-60.9119,SER
38840,-32.0322,-61.1758,VEZ
38841,-34.97309875,-67.72360229,GVA
38842,-35.7519,-58.4633,GBE
38843,-32.74530029,-63.79579926,GDH
38844,-37.22719955,-61.27920151,LAM
38845,-34.9206,-58.9164,GLH
38846,-34.00388718,-63.93083191,LEV
38847,-37.0392,-57.1372,MAD
38848,-27.3394,-61.2744,GPO
38849,-34.7861,-61.9142,PNT
38850,-34.497234,-59.037457,GRZ
38851,-34.9744,-61.0206,GNV
38852,-30.3878,-60.3656,GCR
38853,-27.90139961,-64.24970245,
38854,-35.0956,-58.0853,GOZ
38855,-38.02939987,-60.13610077,GVZ
38856,-29.1678,-59.2464,GYA
38857,-31.584,-60.668,
38858,-33.10361099,-59.37472153,UAY
38859,-33.0386,-59.4383,GAA
38860,-34.4975,-58.6069,HLI
38861,-52.5192,-68.3858,HAB
38862,-52.7572,-67.2194,HRI
38863,-52.5489,-68.3125,HAD
38864,-52.5228,-68.2808,HAM
38865,-52.5706,-68.2533,HMQ
38866,-52.8206,-68.2192,HNO
38867,-34.6336,-58.7511,HHW
38868,-36.31470108,-61.74779892,HDS
38869,-24.7731,-65.4156,HHM
38870,-31.73,-60.5217,HPE
38871,-34.4489,-59.4494,HSH
38872,-34.6308,-58.3936,HNP
38873,-37.03305435,-61.93416595,HUG
38874,-34.82030106,-64.37310028,HUI
38875,-35.35499954,-64.47583008,IGL
42803,-28.8494,-62.2625,ADT
38877,-34.909168,-59.348888,
38878,-35.2592,-63.5328,IAL
38879,-35.2494,-63.5342,
45160,-35.138611,-62.705278,ROH
38881,-34.4147,-58.5072,HSM
38882,-33.2464,-62.4167,IVB
38883,-29.1608,-59.1814,GIT
38884,-38.06610107,-63.42829895,JAR
38885,-27.03249931,-55.19805527,JDA
38886,-30.98810005,-64.07689667,JES
38887,-25.18670082,-64.08280182,JGA
38888,-36.4439,-62.8792,JMB
38889,-32.4186,-59.8158,NJB
38890,-32.6922,-64.7206,HAC
38891,-31.21138954,-64.16139221,JCM
38892,-30.8522,-58.7067,FAG
38893,-36.0158,-62.6939,LAU
38894,-34.8625,-58.3447,LLC
38895,-36.6669,-56.6789,HCA
38896,-31.3525,-64.2828,HLC
38897,-33.73083496,-69.17388916,
38898,-34.7286,-59.109402,
38899,-31.35138893,-68.47305298,AJA
38900,-34.1553,-59.8739,CSQ
38901,-34.2382,-59.1915,HLM
38902,-31.40080071,-64.3003006,MEZ
38903,-32.4828,-58.2506,HMI
38904,-34.9464,-61.3042,LNV
38905,-30.7442,-59.5683,LAZ
38906,-30.9556,-60.8858,PEL
38907,-33.6939,-62.0625,VTO
38908,-34.5008,-59.015,HLS
38909,-33.1567,-62.8906,LAB
38910,-46.57640076,-70.94860077,BAI
38911,-41.7033,-71.6075,HLE
38912,-42.217499,-71.805003,LZA
38913,-41.09719849,-71.17780304,LNH
38914,-34.40888977,-59.45833206,
38915,-34.6539,-61.01,LDG
38916,-37.51890183,-60.77690125,LPR
38917,-34.3067,-59.1703,HCS
38918,-34.405,-58.8631,HLT
38919,-38.3547,-58.1089,BLL
38920,-28.1,-56.05,VSO
38921,-36.999699,-70.741897,OVJ
38922,-32.4922,-61.5806,LRS
38923,-31.8914,-62.7047,LVL
38924,-32.72140121,-68.63420105,LLZ
38925,-34.3168,-58.8166,HBE
38926,-32.6368,-62.3148,LEO
38927,-34.5514,-59.0783,LJN
38928,-34.8911,-61.5306,LIN
38929,-34.538887,-59.585278,LAD2230
38930,-38.1906,-58.7864,LBI
38931,-38.1478,-58.7542,NIK
38932,-35.2108,-59.1367,BOS
38933,-32.2719,-61.6622,LCD
38934,-34.2806,-59.12,HLF
38935,-46.19079971,-69.28029633,LHP
38936,-27.03583336,-65.15666962,TUT
38937,-37.11109924,-63.54999924,MAC
38938,-34.6217,-58.3447,HBM
38939,-36.8903,-57.8503,MPU
38940,-34.815,-58.1953,HMA
38941,-34.7975,-58.8969,MSP
38942,-33.94029999,-64.36969757,VMK
38943,-34.5161,-59.1339,HMP
38944,-40.33530045,-71.33920288,
38945,-34.4433,-58.8381,HME
38946,-34.6397,-59.4556,MRD
42804,-35.1994,-63.6008,IAA
38948,-25.51440048,-64.96559906,MTN
38949,-31.73310089,-64.98560333,MCL
38950,-34.4461,-58.7342,HMC
38951,-33.2103,-62.6297,MAI
38952,-26.54389954,-54.72389984,MTL
38953,-38.4164,-58.3839,UEN
38954,-32,-62,HRR
38955,-30.6778,-62.0267,MTR
38956,-35.0236,-59.2858,NVR
38957,-32.4025,-59.7461,NOG
38958,-31.4142,-64.4969,HAI
38959,-34.7236,-58.515,HMF
38960,-32.06079865,-63.5469017,OLV
38961,-31.6269,-64.3922,HOB
38962,-34.5772,-58.3838,HPN
38963,-39.81638718,-71.02944183,
38964,-31.7578,-60.3733,ANA
38965,-31.7314,-60.22,PNA
38966,-38.0287,-57.6393,MPH
38967,-39.4561,-62.6747,URO
38968,-36.2828,-63.1342,PLG
38969,-34.426945,-59.480278,LAD2198
38970,-41.12666702,-70.71389008,
38971,-37.0911,-56.9783,PNR
38972,-53.3228,-68.2658,HEN
38973,-35.0881,-57.9492,PBE
38974,-31.3994,-64.1833,HPC
38975,-34.9167,-57.9167,HPM
38976,-38.7742,-62.2939,HBP
38977,-27.41749954,-55.93972397,
38978,-34.6064,-58.3683,
38979,-37.53939819,-62.73419952,PUA
38980,-33.0817,-60.5647,ROP
38981,-32.6417,-60.7539,PST
38982,-39.10055542,-70.99888611,
38983,-38.8342,-62.0869,PLT
38984,-31.3461,-64.2081,HRA
38985,-40.1525,-71.2856,HRM
38986,-35.5133,-58.3531,RAI
38987,-43.2944,-65.0644,RAW
38988,-35.05920029,-64.21109772,RLC
38989,-27.5864,-58.8203,ENV
38990,-32.8275,-60.7817,RDJ
38991,-51.6686,-69.2603,RGR
38992,-54.233548,-67.213246,HRW
38993,-33.22722244,-68.47416687,RVD
38994,-34.215,-60.6725,RJA
38995,-25.82805634,-64.96805573,FRO
38996,-32.3289,-59.1906,ROT
38997,-34.2831,-62.6719,RUF
38998,-36.75640106,-62.94440079,SLO
38999,-34.3069,-60.2858,SLT
39000,-31.8086,-60.4517,SBE
39001,-38.33388901,-59.63027954,
39002,-30.2642,-61.2203,SCT
39003,-31.4142,-62.1336,FRA
39004,-35.0814,-63.0822,HIL
39005,-34.3344,-59.7139,HRC
39006,-31.8836,-61.8442,JOR
39007,-30.7642,-60.5653,SJT
39008,-33.061883,-68.508644,STI
39009,-35.4594,-58.7636,SMM
42805,-41.8428,-65.0822,BDR
39011,-26.95330048,-54.4878006,VTE
39012,-34.597,-58.4219,HSG
39013,-28.52722168,-56.10944366,
39014,-34.3642,-58.5497,HFS
39015,-35.4244,-60.1561,HUU
39016,-24.44805527,-65.17583466,MTS
46643,-29.9,-63.683,MRS
39018,-34.5331,-58.9714,HAG
39019,-40.2106,-62.6175,STD
39020,-33.9617,-61.6325,VCC
39021,-30.9575,-61.5283,SCA
39022,-34.5808,-58.4294,HMD
39023,-32.5481,-58.2406,HTA
39024,-43.61222076,-71.02194214,TEC
39025,-34.4922,-58.6061,HHT
39026,-34.7322,-58.5589,HMY
39027,-32.75,-65.28220367,TLS
39028,-34.4964,-58.6078,HDT
39029,-34.8747,-57.9608,PTL
39030,-38.09560013,-62.25030136,TOR
39031,-29.2358,-61.7886,TOS
39032,-34.175,-58.9983,HCT
39033,-34.9136,-58.7222,HCG
39034,-32.3694,-66.0631,HLU
39035,-29.2628,-65.0582,HRE
39036,-38.1472,-65.8228,HPU
39037,-33.0989,-68.5819,HCR
39038,-40.1622,-70.3917,HPG
39039,-39.5675,-65.6886,HCC
39040,-29.4606,-59.7636,HRT
39041,-26.9936,-65.1636,HBO
39042,-32.203,-64.315,HAT
39043,-31.3392,-63.9138,HMT
39044,-37.365002,-69.300278,TXO
39045,-26.79610062,-65.30919647,TCM
39046,-36.0444,-60.0167,HUP
39047,-32.6964,-58.8992,URD
39048,-35.4464,-60.0886,MAY
39049,-29.4681,-60.2261,VER
39050,-35.4,-57.3667,VNA
39051,-32.5844,-60.1847,VIC
39052,-36.23749924,-65.45055389,VCA
39053,-31.579313,-63.539184,VDR
39054,-31.96529961,-64.56439972,VGB
39055,-28.4969,-59.3256,VPO
39056,-39.07360077,-67.08000183,VRG
39057,-32.18500137,-64.48829651,VRU
39058,-34.12,-59.0836,ATE
42806,-34.2778,-60.5044,IBA
42807,-31.8711,-61.9511,SJB
42808,-30.5306,-58.3972,EZA
42809,-33.859722,-59.468887,BEX
42810,-32.2406,-61.7583,TBL
42811,-31.63500023,-63.86109924,RSA
42812,-40.7781,-62.9803,PAT
42813,-38.0153,-57.6536,MPP
42814,-31.244722,-64.035278,TIR
42815,-37.3666687,-58.96666718,
42816,-27.345434,-65.617973,CCP
42817,-35.1828,-58.2839,SEN
42818,-33.616669,-64.612503,MLD
42819,-32.8908,-61.1239,CDI
42820,-27.3828,-57.6442,BAD
42821,-34.6803,-59.0358,GEZ
42822,-33.6661,-59.8339,GOC
42823,-27.3086,-61.2114,CHT
42824,-31.7994,-59.0339,UEL
42825,-31.6994,-59.4006,VLL
42826,-30.3872,-57.9683,MCP
42827,-31.650278,-64.368889,TOT
42828,-31.3925,-61.1431,HUM
42829,-33.0769,-61.3178,LMF
42830,-43.72139,-71.24556,VEC
42831,-31.2887,-62.4189,CLM
42832,-26.1494,-59.6672,PRA
42833,-32.9411,-58.565,GLP
42834,-25.2767,-58.9375,PLS
42835,-38.3086,-58.105,ELL
42836,-32.9989,-61.7781,TSV
42837,-33.753334,-65.246391,MSR
42838,-28.035,-56.0678,EVC
42839,-34.6433,-59.1272,LVM
42840,-34.1767,-61.5069,TEO
42841,-22.12351,-63.29055,SMF
42842,-33.4661,-61.4842,FIM
42843,-33.3239,-60.6658,BOG
42844,-34.2361,-60.5819,PRC
42845,-32.3589,-60.9797,MON
42846,-24.745834,-65.418892,GBL
42847,-37.94972,-63.6175,SMT
42848,-31.864445,-62.844166,LVR
42849,-33.0994,-59.4172,UAE
42850,-37.68280029,-63.55080032,GTE
42851,-34.2078,-59.3856,SHP
42852,-35.3314,-60.5792,BHT
42853,-39.70388794,-71.16999817,JAH
42854,-38.4769,-58.8056,NEI
42855,-33.75,-58.7,IBY
42856,-33.45000076,-63.34999847,LCT
42857,-34.8119,-62.522501,ALC
42858,-29.9939,-57.8378,LLE
42859,-33.0119,-61.0608,PLL
42860,-38.0036,-59.3489,LMD
42861,-35.7828,-61.9342,PJO
42862,-32.4897,-62.6714,ZLM
42863,-35.1328,-62.2175,PAS
42864,-29.35,-59.9667,MLA
42865,-34.5161,-59.1339,LMP
42866,-32.5811,-61.8408,OCA
42867,-35.6161,-63.7508,GPU
42868,-32.9278,-62.4336,MBF
42869,-38.3478,-60.2761,YOP
42870,-27.0878,-58.6694,LPP
42871,-33.005,-61.0194,PUP
42872,-32.8039,-60.7989,PEP
42873,-24.314679,-65.247198,PDA
42874,-27.4831,-61.6486,GDO
42875,-38.2163887,-61.7508316,SLG
42876,-38.3339,-59.6303,CAY
42877,-34.3169,-62.0192,SGE
42878,-39.84749985,-70.8638916,JLA
42879,-30.27750015,-63.85749817,SJD
42880,-38.26666641,-61.83333206,SLY
42881,-33.7792,-61.9775,VTS
42882,-34.8306,-62.4678,AME
42883,-34.35718331,-60.15598297,SSK
42884,-26.753611,-60.492222,PSP
42885,-30.2236,-57.8444,MCT
42886,-43.08797,-71.47868,TVN
45161,-33.174722,-61.2,SCF
42888,-29.44393,-56.823915,YPY
42889,-31.4397,-64.3433,HBR
42890,-34.791746,-58.601936,HIS
42891,-39.8153,-71.1681,HDL
42892,-34.6006,-58.8414,HSD
42893,-32.44,-63.2289,HNE
42894,-34.5631,-58.7903,HMM
42895,-37.3936,-58.9661,HTD
42896,-52.5225,-68.2806,HBY
42897,-52,-67,HSP
42898,-52.5489,-68.3119,HEM
42899,-33.3617,-60.2511,HSN
42900,-31.7597,-70.4128,HPS
42901,-27.7708,-64.2278,HBD
42902,-32.8783,-68.8681,HPD
42903,-32.06,-64.7794,HYC
42904,-27.5494,-55.3336,HLA
42905,-52.7386,-68.5725,HCP
42906,-35.9783,-59.9061,GAR
42907,-34.0403,-59.6944,CSP
42908,-34.0536,-60.1369,ACM
45153,-35.0583,-58.7883,HGA
45154,-34.9167,-58.2508,HFV
45155,-33.3617,-60.2511,HSN
45156,-34.4328,-58.9722,HPI
45157,-52.8364,-68.1789,HCE
45162,-35.996667,-62.705278,ATN
46644,-33.467,-67.55,PAZ
46645,-45.582371,-68.999841,STO
298878,-27.476346,-61.624434,
313007,-49.328889,-72.93,ELX
313008,-47.565833,-71.74,
313014,-42.550804,-64.269397,
313015,-42.764154,-63.643799,
313021,-44.76667,-65.71667,
313022,-42.454874,-63.61908,
313090,-42.383333,-66.95,
313091,-42.521363,-68.287861,
313092,-42.276165,-69.221892,
313093,-42.17195981,-70.666176,
313094,-43.729305,-67.284822,
314776,-52.9435,-68.4021,
314777,-53.432,-68.167,
314778,-53.642,-67.9486,
314780,-54.069,-67.6536,
318230,-33.06833,-60.66694,ALV
318231,-33.664,-62.3751,COA
318238,-37.462706,-58.188557,BLA
318241,-23.04,-63.7211,FCU
318243,-29.85167,-60.29194,CCI
318244,-31.99472,-61.60278,RST
318245,-37.214729,-62.780581,CFU
318246,-36.488606,-63.432958,CTP
318247,-33.2723,-60.5707,ACB
318248,-32.02444,-64.27944,CAM
318249,-32.08806,-64.16972,CLE
318250,-27.44833,-57.422241,CII
318251,-25.04347,-58.5915,ESR
318252,-32.2506,-61.6519,TDB
318253,-23.2128,-64.0339,SLV
318254,-23.2426,-63.323,FDD
318255,-22.6147,-63.662759,FLH
318256,-27.26028,-61.47444,GPK
318257,-32.97472,-58.25389,GEP
318259,-33.8136,-61.3357,HGS
318260,-33.2232,-62.4046,IVL
318263,-33.3882,-63.3055,LCC
318264,-26.73247,-64.88455,LRE
318265,-24.74889,-64.235,LLA
318266,-35.8696,-57.8768,LDA
318268,-35.2757,-61.5564,DOF
318269,-30.77778,-62.01472,CSJ
318270,-38.576401,-58.796429,NPA
318271,-25.4346,-63.8578,NST
318273,-33.85696,-60.70038,PEN
318274,-37.523004,-62.452319,PSA
318275,-33.07558,-60.715,PLC
318276,-24.80667,-64.18111,PCA
318278,-37.06556,-69.39556,RCV
318279,-35.13588,-61.99717,ROB
318281,-35.10042,-62.01656,AMA
318282,-34.24968,-62.67416,RBS
318283,-35.738533,-59.76201,SAB
318290,-30.32012,-61.90165,SGV
318297,-30.5559,-59.9907,SJR
318298,-32.736945,-62.531378,SMS
318300,-31.35549,-61.82983,SCL
318301,-36.592071,-64.220437,SLP
318302,-33.46587,-60.62854,CDA
318303,-29.77963,-62.03181,SFN
318305,-26.8952,-62.30962,TEV
318306,-32.29307,-63.40197,TIO
318307,-38.40573,-60.29968,SGI
318308,-36.552913,-63.766652,URL
318309,-35.537034,-60.129512,ELC
318310,-35.449205,-60.160708,MSA
318311,-33.93823,-64.40774,VMA
318313,-33.93759,-64.415095,VMB
318314,-33.93402,-64.415946,VMC
318492,-36.23682,-66.94624,
318493,-37.1201,-66.704,
318495,-35.089382,-65.197724,
318506,-32.4382,-63.2893,VNR
318507,-32.4272,-63.3024,VNS
318508,-34.35653,-64.90136,CVV
318509,-34.83467,-58.38498,HEV
318510,-31.42037,-64.173235,HBI
318511,-34.90046,-57.929486,HBT
318513,-29.4356,-66.8632,HPL
318514,-34.27045,-58.90043,HLR
318515,-32.71915,-60.72636,HPT
318516,-27.7813,-64.265,HET
318517,-34.37527,-58.65576,HVA
318945,-51.162246,-69.487675,
318946,-49.727768,-68.756606,
321675,-24.300451,-59.830954,
321676,-24.214083,-60.201159,
321677,-25.130442,-58.217977,
321678,-25.86448,-58.672887,380
321701,-30.976069,-59.776894,973
321708,-34.818011,-62.477107,AUL
321709,-28.870432,-62.241535,ADU
321710,-35.1517,-60.5056,BMO
321711,-27.5497,-58.7175,CQZ
321732,-35.569123,-61.368224,CCM
321733,-35.648137,-61.350425,CCO
321734,-38.743657,-60.553332,CTA
321740,-32.039622,-64.192827,MOI
321745,-27.305297,-58.313924,CIT
321746,-34.811475,-60.51701,AII
321748,-36.5828,-61.7842,DRX
321754,-29.304436,-56.881343,GSE
321755,-32.337145,-63.685178,NAN
321763,-34.528223,-63.960879,JOC
321764,-28.86085,-59.673331,LAN
321765,-26.870159,-64.74663,CEJ
321766,-32.521761,-61.550695,LRT
321767,-33.786401,-62.127806,MAB
321768,-33.10549,-63.192986,PAN
321769,-26.783029,-60.487414,PSV
321771,-44.5728,-65.3706,LAE
321772,-35.1386,-61.9928,ROH
321775,-34.576385,-61.005748,SAF
323143,-48.331097,-66.417847,
323144,-47.021639,-67.241585,
323145,-48.138678,-67.655065,
323146,-40.523752,-67.214651,
323147,-41.669222,-66.097071,
323148,-43.674928,-66.493948,
323149,-41.438981,-66.090185,
324366,-32.1306,-61.8935,1063
324367,-31.799689,-59.703579,
324368,-31.8266,-59.0333,
324542,-40.799532,-64.864185,
324544,-40.418091,-63.663347,
324545,-36.974031,-62.436969,
324978,-28.795111,-66.914675,ANI
327561,-24.443851,-61.68824,
327565,-23.904822,-61.820092,
327584,-29.159962,-56.658639,
327585,-29.049088,-57.081729,
327586,-29.29287,-57.727213,529
327589,-30.534775,-60.438022,451
327590,-32.564739,-58.51746,496
327603,-34.038888,-59.776944,578
327605,-31.170558,-60.718125,750
327611,-35.636734,-63.498798,938
327617,-28.470238,-58.249234,1300
327621,-24.994562,-64.341664,2800
327624,-27.142412,-61.764272,2802
327625,-32.470437,-66.082103,2809
327626,-32.99354,-60.674636,2831
327639,-35.515511,-61.758924,2064
327642,-29.152266,-62.675025,
327644,-23.338946,-64.247126,2105
327647,-31.922586,-61.692139,
327651,-28.477432,-62.1226,
327652,-28.285565,-61.764686,2713
16295,33.10850143,-91.25009918,AR01
16296,35.44480133,-93.44490051,AR02
16297,35.11869812,-93.20159912,AR03
16298,36.261701,-94.248299,
16299,35.21590042,-93.30490112,AR05
16300,35.23249817,-92.34329987,AR06
16301,33.14179993,-91.9335022,AR07
16302,36.31529999,-93.66660309,AR08
16303,36.41389847,-94.43890381,AR09
16304,34.80670166,-91.60829926,AR10
16305,36.28889847,-94.09030151,AR11
16306,35.3205986,-92.01869965,AR12
16307,34.98619843,-92.63349915,AR13
16308,34.98339844,-90.9151001,AR17
16309,34.77149963,-90.8404007,AR18
16310,35.21289825,-93.75209808,AR19
16311,36.07369995,-90.96849823,AR20
16312,35.35559845,-94.35019684,AR21
16313,34.38150024,-91.95850372,AR22
16314,35.125018,-93.47679,25AR
16315,35.76810074,-91.63459778,AR24
16316,35.11869812,-92.18930054,AR25
16317,35.93899918,-93.84570313,AR27
16318,34.939301,-92.024597,
16319,34.75002,-92.320135,AR29
16320,35.943536,-89.916378,
16321,33.61389923,-112.2730026,AR31
16322,35.22090149,-93.15270233,AR32
16323,35.23339844,-91.78739929,AR33
16324,34.98199844,-92.44519806,AR34
16325,36.08670044,-94.10520172,AR35
16326,36.33340073,-94.13349915,AR36
16327,33.4272995,-94.042099,AR37
16328,35.2195015,-93.17990112,AR38
16329,35.3769989,-94.42019653,AR40
16330,36.35900116,-93.55210114,AR41
16331,33.57649994,-92.83540344,AR42
16332,35.10010147,-92.78350067,AR43
16333,33.51259995,-94.0134964,AR44
16334,34.75059891,-92.34069824,AR45
16335,35.18895,-91.050131,AR46
16336,33.21350098,-92.66790009,AR47
16337,33.21459961,-92.66790009,AR48
16338,36.07920074,-94.15910339,AR49
16339,35.26679993,-90.98349762,AR50
16340,36.22399902,-93.57820129,AR51
16341,34.780645,-91.581852,
16342,36.289249,-90.996319,AR53
16343,34.91870117,-91.9151001,AR54
16344,34.7397995,-92.09010315,AR55
16345,35.61022,-91.436249,AR56
16346,34.278808,-91.338628,AR59
16347,35.807603,-90.666472,AR60
16348,33.30530167,-91.28919983,AR61
16349,34.74269867,-92.29370117,AR62
16350,33.61840057,-91.39230347,AR63
16351,35.9211998,-92.00509644,AR64
16352,35.16759872,-92.7220993,AR65
16353,34.04980087,-93.68409729,AR66
16354,35.700401,-89.975601,AR67
16355,36.3830986,-91.81020355,AR68
16356,36.18149948,-94.54109955,AR69
16357,33.61040115,-92.05930328,AR70
16358,35.46760178,-93.4190979,AR71
16359,35.039778,-90.776972,AR72
